Real:Fraud Claims Ratio,Precision,Recall,F1
100,0.8584070796460177,0.9603960396039604,0.9065420560747663
102,0.8648648648648649,0.9504950495049505,0.9056603773584906
104,0.8715596330275229,0.9405940594059405,0.9047619047619048
106,0.8558558558558559,0.9405940594059405,0.8962264150943396
108,0.8796296296296297,0.9405940594059405,0.9090909090909091
110,0.8715596330275229,0.9405940594059405,0.9047619047619048
112,0.8636363636363636,0.9405940594059405,0.9004739336492891
114,0.8962264150943396,0.9405940594059405,0.9178743961352657
116,0.8888888888888888,0.9504950495049505,0.9186602870813397
118,0.9238095238095239,0.9603960396039604,0.941747572815534
120,0.9326923076923077,0.9603960396039604,0.9463414634146341
122,0.9065420560747663,0.9603960396039604,0.9326923076923077
124,0.9065420560747663,0.9603960396039604,0.9326923076923077
126,0.8981481481481481,0.9603960396039604,0.9282296650717703
128,0.9150943396226415,0.9603960396039604,0.9371980676328503
130,0.897196261682243,0.9504950495049505,0.9230769230769231
132,0.9056603773584906,0.9504950495049505,0.927536231884058
134,0.8888888888888888,0.9504950495049505,0.9186602870813397
136,0.897196261682243,0.9504950495049505,0.9230769230769231
138,0.8888888888888888,0.9504950495049505,0.9186602870813397
140,0.9142857142857143,0.9504950495049505,0.9320388349514563
142,0.9230769230769231,0.9504950495049505,0.9365853658536586
144,0.9230769230769231,0.9504950495049505,0.9365853658536586
146,0.9230769230769231,0.9504950495049505,0.9365853658536586
148,0.9158878504672897,0.9702970297029703,0.9423076923076923
150,0.897196261682243,0.9504950495049505,0.9230769230769231
152,0.9230769230769231,0.9504950495049505,0.9365853658536586
154,0.8962264150943396,0.9405940594059405,0.9178743961352657
156,0.9320388349514563,0.9504950495049505,0.9411764705882353
158,0.9423076923076923,0.9702970297029703,0.9560975609756097
160,0.9150943396226415,0.9603960396039604,0.9371980676328503
162,0.9238095238095239,0.9603960396039604,0.941747572815534
164,0.9142857142857143,0.9504950495049505,0.9320388349514563
166,0.9150943396226415,0.9603960396039604,0.9371980676328503
168,0.9150943396226415,0.9603960396039604,0.9371980676328503
170,0.9320388349514563,0.9504950495049505,0.9411764705882353
172,0.9230769230769231,0.9504950495049505,0.9365853658536586
174,0.9158878504672897,0.9702970297029703,0.9423076923076923
176,0.9158878504672897,0.9702970297029703,0.9423076923076923
178,0.9245283018867925,0.9702970297029703,0.9468599033816425
180,0.9158878504672897,0.9702970297029703,0.9423076923076923
182,0.9509803921568627,0.9603960396039604,0.9556650246305419
184,0.9245283018867925,0.9702970297029703,0.9468599033816425
186,0.941747572815534,0.9603960396039604,0.9509803921568627
188,0.9150943396226415,0.9603960396039604,0.9371980676328503
190,0.9611650485436893,0.9801980198019802,0.9705882352941176
192,0.8990825688073395,0.9702970297029703,0.9333333333333333
194,0.9333333333333333,0.9702970297029703,0.9514563106796117
196,0.9423076923076923,0.9702970297029703,0.9560975609756097
198,0.9514563106796117,0.9702970297029703,0.9607843137254902
200,0.9333333333333333,0.9702970297029703,0.9514563106796117
202,0.9514563106796117,0.9702970297029703,0.9607843137254902
204,0.9705882352941176,0.9801980198019802,0.9753694581280788
206,0.9428571428571428,0.9801980198019802,0.9611650485436893
208,0.9611650485436893,0.9801980198019802,0.9705882352941176
210,0.9607843137254902,0.9702970297029703,0.9655172413793104
212,0.9519230769230769,0.9801980198019802,0.9658536585365853
214,0.9519230769230769,0.9801980198019802,0.9658536585365853
216,0.9519230769230769,0.9801980198019802,0.9658536585365853
218,0.9433962264150944,0.9900990099009901,0.966183574879227
220,0.9607843137254902,0.9702970297029703,0.9655172413793104
222,0.9333333333333333,0.9702970297029703,0.9514563106796117
224,0.9423076923076923,0.9702970297029703,0.9560975609756097
226,0.9339622641509434,0.9801980198019802,0.9565217391304348
228,0.9345794392523364,0.9900990099009901,0.9615384615384616
230,0.9333333333333333,0.9702970297029703,0.9514563106796117
232,0.9509803921568627,0.9603960396039604,0.9556650246305419
234,0.9423076923076923,0.9702970297029703,0.9560975609756097
236,0.9333333333333333,0.9702970297029703,0.9514563106796117
238,0.9333333333333333,0.9702970297029703,0.9514563106796117
240,0.9607843137254902,0.9702970297029703,0.9655172413793104
242,0.9607843137254902,0.9702970297029703,0.9655172413793104
244,0.9423076923076923,0.9702970297029703,0.9560975609756097
246,0.9333333333333333,0.9702970297029703,0.9514563106796117
248,0.9423076923076923,0.9702970297029703,0.9560975609756097
250,0.9693877551020408,0.9405940594059405,0.9547738693467337
252,0.9603960396039604,0.9603960396039604,0.9603960396039604
254,0.941747572815534,0.9603960396039604,0.9509803921568627
256,0.9603960396039604,0.9603960396039604,0.9603960396039604
258,0.941747572815534,0.9603960396039604,0.9509803921568627
260,0.96,0.9504950495049505,0.9552238805970149
262,0.97,0.9603960396039604,0.9651741293532339
264,0.9603960396039604,0.9603960396039604,0.9603960396039604
266,0.9411764705882353,0.9504950495049505,0.9458128078817734
268,0.96,0.9504950495049505,0.9552238805970149
270,0.96,0.9504950495049505,0.9552238805970149
272,0.9504950495049505,0.9504950495049505,0.9504950495049505
274,0.9696969696969697,0.9504950495049505,0.96
276,0.9405940594059405,0.9405940594059405,0.9405940594059405
278,0.9595959595959596,0.9405940594059405,0.95
280,0.9595959595959596,0.9405940594059405,0.95
282,0.9693877551020408,0.9405940594059405,0.9547738693467337
284,0.979381443298969,0.9405940594059405,0.9595959595959596
286,0.97,0.9603960396039604,0.9651741293532339
288,0.97,0.9603960396039604,0.9651741293532339
