Real:Fraud Claims Ratio,Precision,Recall,F1
290,0.9797979797979798,0.9603960396039604,0.97
292,0.97,0.9603960396039604,0.9651741293532339
294,0.9603960396039604,0.9603960396039604,0.9603960396039604
296,0.9696969696969697,0.9504950495049505,0.96
298,0.96,0.9504950495049505,0.9552238805970149
300,0.9504950495049505,0.9504950495049505,0.9504950495049505
302,0.9795918367346939,0.9504950495049505,0.964824120603015
304,0.9696969696969697,0.9504950495049505,0.96
306,0.96,0.9504950495049505,0.9552238805970149
308,0.9504950495049505,0.9504950495049505,0.9504950495049505
310,0.9696969696969697,0.9504950495049505,0.96
312,0.9603960396039604,0.9603960396039604,0.9603960396039604
314,0.9603960396039604,0.9603960396039604,0.9603960396039604
316,0.96,0.9504950495049505,0.9552238805970149
318,0.9595959595959596,0.9405940594059405,0.95
320,0.9696969696969697,0.9504950495049505,0.96
322,0.96,0.9504950495049505,0.9552238805970149
324,0.9696969696969697,0.9504950495049505,0.96
326,0.9795918367346939,0.9504950495049505,0.964824120603015
328,0.9411764705882353,0.9504950495049505,0.9458128078817734
330,0.9504950495049505,0.9504950495049505,0.9504950495049505
332,0.96,0.9504950495049505,0.9552238805970149
334,0.96,0.9504950495049505,0.9552238805970149
336,0.9509803921568627,0.9603960396039604,0.9556650246305419
338,0.9509803921568627,0.9603960396039604,0.9556650246305419
340,0.9509803921568627,0.9603960396039604,0.9556650246305419
342,0.9509803921568627,0.9603960396039604,0.9556650246305419
344,0.9603960396039604,0.9603960396039604,0.9603960396039604
346,0.9696969696969697,0.9504950495049505,0.96
348,0.9795918367346939,0.9504950495049505,0.964824120603015
350,0.9896907216494846,0.9504950495049505,0.9696969696969697
352,0.9897959183673469,0.9603960396039604,0.9748743718592965
354,0.9603960396039604,0.9603960396039604,0.9603960396039604
356,0.9896907216494846,0.9504950495049505,0.9696969696969697
358,0.9795918367346939,0.9504950495049505,0.964824120603015
360,0.9896907216494846,0.9504950495049505,0.9696969696969697
362,0.9797979797979798,0.9603960396039604,0.97
364,0.9795918367346939,0.9504950495049505,0.964824120603015
366,0.9696969696969697,0.9504950495049505,0.96
368,0.9795918367346939,0.9504950495049505,0.964824120603015
370,0.9795918367346939,0.9504950495049505,0.964824120603015
372,0.9696969696969697,0.9504950495049505,0.96
374,0.9896907216494846,0.9504950495049505,0.9696969696969697
376,0.9795918367346939,0.9504950495049505,0.964824120603015
378,0.9795918367346939,0.9504950495049505,0.964824120603015
380,0.9896907216494846,0.9504950495049505,0.9696969696969697
382,0.9795918367346939,0.9504950495049505,0.964824120603015
384,0.9696969696969697,0.9504950495049505,0.96
386,0.9795918367346939,0.9504950495049505,0.964824120603015
388,0.96,0.9504950495049505,0.9552238805970149
390,0.9795918367346939,0.9504950495049505,0.964824120603015
392,0.9504950495049505,0.9504950495049505,0.9504950495049505
394,0.979381443298969,0.9405940594059405,0.9595959595959596
396,0.9693877551020408,0.9405940594059405,0.9547738693467337
398,0.9693877551020408,0.9405940594059405,0.9547738693467337
400,0.9693877551020408,0.9405940594059405,0.9547738693467337
402,0.9896907216494846,0.9504950495049505,0.9696969696969697
404,0.96,0.9504950495049505,0.9552238805970149
406,0.9795918367346939,0.9504950495049505,0.964824120603015
408,0.96,0.9504950495049505,0.9552238805970149
410,0.9696969696969697,0.9504950495049505,0.96
412,0.9795918367346939,0.9504950495049505,0.964824120603015
414,0.9795918367346939,0.9504950495049505,0.964824120603015
416,0.9696969696969697,0.9504950495049505,0.96
418,0.9696969696969697,0.9504950495049505,0.96
420,0.9795918367346939,0.9504950495049505,0.964824120603015
422,0.9696969696969697,0.9504950495049505,0.96
424,0.9795918367346939,0.9504950495049505,0.964824120603015
426,0.96,0.9504950495049505,0.9552238805970149
428,0.9696969696969697,0.9504950495049505,0.96
430,0.96,0.9504950495049505,0.9552238805970149
432,0.9896907216494846,0.9504950495049505,0.9696969696969697
434,0.96,0.9504950495049505,0.9552238805970149
436,0.9795918367346939,0.9504950495049505,0.964824120603015
438,0.9896907216494846,0.9504950495049505,0.9696969696969697
440,0.9696969696969697,0.9504950495049505,0.96
442,0.9897959183673469,0.9603960396039604,0.9748743718592965
444,0.97,0.9603960396039604,0.9651741293532339
446,0.9797979797979798,0.9603960396039604,0.97
448,0.9896907216494846,0.9504950495049505,0.9696969696969697
450,0.97,0.9603960396039604,0.9651741293532339
452,0.9797979797979798,0.9603960396039604,0.97
454,0.9797979797979798,0.9603960396039604,0.97
456,0.9797979797979798,0.9603960396039604,0.97
458,0.97,0.9603960396039604,0.9651741293532339
460,0.9797979797979798,0.9603960396039604,0.97
462,0.9603960396039604,0.9603960396039604,0.9603960396039604
464,0.97,0.9603960396039604,0.9651741293532339
466,0.9797979797979798,0.9603960396039604,0.97
468,0.9797979797979798,0.9603960396039604,0.97
470,0.9603960396039604,0.9603960396039604,0.9603960396039604
472,0.9797979797979798,0.9603960396039604,0.97
474,0.97,0.9603960396039604,0.9651741293532339
476,0.97,0.9603960396039604,0.9651741293532339
478,0.9797979797979798,0.9603960396039604,0.97
480,0.9797979797979798,0.9603960396039604,0.97
482,0.97,0.9603960396039604,0.9651741293532339
484,0.97,0.9603960396039604,0.9651741293532339
486,0.9797979797979798,0.9603960396039604,0.97
488,0.9603960396039604,0.9603960396039604,0.9603960396039604
490,0.9797979797979798,0.9603960396039604,0.97
492,0.97,0.9603960396039604,0.9651741293532339
494,0.97,0.9603960396039604,0.9651741293532339
496,0.9603960396039604,0.9603960396039604,0.9603960396039604
498,0.9797979797979798,0.9603960396039604,0.97
500,0.97,0.9603960396039604,0.9651741293532339
502,0.9797979797979798,0.9603960396039604,0.97
504,0.97,0.9603960396039604,0.9651741293532339
506,0.9603960396039604,0.9603960396039604,0.9603960396039604
508,0.97,0.9603960396039604,0.9651741293532339
510,0.9797979797979798,0.9603960396039604,0.97
512,0.97,0.9603960396039604,0.9651741293532339
514,0.97,0.9603960396039604,0.9651741293532339
516,0.9611650485436893,0.9801980198019802,0.9705882352941176
518,0.9611650485436893,0.9801980198019802,0.9705882352941176
520,0.9705882352941176,0.9801980198019802,0.9753694581280788
522,0.9801980198019802,0.9801980198019802,0.9801980198019802
524,0.9611650485436893,0.9801980198019802,0.9705882352941176
526,0.9611650485436893,0.9801980198019802,0.9705882352941176
528,0.9705882352941176,0.9801980198019802,0.9753694581280788
530,0.9705882352941176,0.9801980198019802,0.9753694581280788
532,0.9705882352941176,0.9801980198019802,0.9753694581280788
534,0.9801980198019802,0.9801980198019802,0.9801980198019802
536,0.99,0.9801980198019802,0.9850746268656716
538,0.9801980198019802,0.9801980198019802,0.9801980198019802
540,0.9705882352941176,0.9801980198019802,0.9753694581280788
542,0.98989898989899,0.9702970297029703,0.98
544,0.98,0.9702970297029703,0.9751243781094527
546,0.98,0.9702970297029703,0.9751243781094527
548,0.98,0.9702970297029703,0.9751243781094527
550,0.98989898989899,0.9702970297029703,0.98
552,0.98,0.9702970297029703,0.9751243781094527
554,0.9702970297029703,0.9702970297029703,0.9702970297029703
556,0.98989898989899,0.9702970297029703,0.98
558,0.98,0.9702970297029703,0.9751243781094527
560,0.98989898989899,0.9702970297029703,0.98
562,0.9702970297029703,0.9702970297029703,0.9702970297029703
564,0.98989898989899,0.9702970297029703,0.98
566,0.98989898989899,0.9702970297029703,0.98
568,0.98,0.9702970297029703,0.9751243781094527
570,0.98,0.9702970297029703,0.9751243781094527
572,0.98989898989899,0.9702970297029703,0.98
574,0.98,0.9702970297029703,0.9751243781094527
576,0.9702970297029703,0.9702970297029703,0.9702970297029703
