Real:Fraud Claims Ratio,Precision,Recall,F1
80,0.8333333333333334,0.8910891089108911,0.861244019138756
82,0.8557692307692307,0.8811881188118812,0.8682926829268293
84,0.8737864077669902,0.8910891089108911,0.8823529411764706
86,0.8476190476190476,0.8811881188118812,0.8640776699029126
88,0.8557692307692307,0.8811881188118812,0.8682926829268293
90,0.8333333333333334,0.8910891089108911,0.861244019138756
92,0.8571428571428571,0.8910891089108911,0.8737864077669902
94,0.8653846153846154,0.8910891089108911,0.8780487804878049
96,0.8571428571428571,0.8910891089108911,0.8737864077669902
98,0.8543689320388349,0.8712871287128713,0.8627450980392157
